time,Ar,Ar+,e,rate_constant0,rate_constant1,reduced_field
1.69e-07,2.5e+19,8603.0689500422,8603.0689500422,2.1386114073406e-12,1e-25,30
1.691e-07,2.5e+19,8649.312747291,8649.312747291,2.1386114073406e-12,1e-25,30
1.692e-07,2.5e+19,8695.8051173219,8695.8051173219,2.1386114073406e-12,1e-25,30
1.693e-07,2.5e+19,8742.5473962801,8742.5473962801,2.1386114073406e-12,1e-25,30
1.694e-07,2.5e+19,8789.5409274928,8789.5409274928,2.1386114073406e-12,1e-25,30
1.695e-07,2.5e+19,8836.7870615082,8836.7870615082,2.1386114073406e-12,1e-25,30
1.696e-07,2.5e+19,8884.287156134,8884.287156134,2.1386114073406e-12,1e-25,30
1.697e-07,2.5e+19,8932.0425764763,8932.0425764763,2.1386114073406e-12,1e-25,30
1.698e-07,2.5e+19,8980.0546949792,8980.0546949792,2.1386114073406e-12,1e-25,30
1.699e-07,2.5e+19,9028.324891464,9028.324891464,2.1386114073406e-12,1e-25,30
1.7e-07,2.5e+19,9076.8545531688,9076.8545531688,2.1386114073406e-12,1e-25,30
1.701e-07,2.5e+19,9125.6450747887,9125.6450747887,2.1386114073406e-12,1e-25,30
1.702e-07,2.5e+19,9174.6978585155,9174.6978585155,2.1386114073406e-12,1e-25,30
1.703e-07,2.5e+19,9224.0143140781,9224.0143140781,2.1386114073406e-12,1e-25,30
1.704e-07,2.5e+19,9273.5958587833,9273.5958587833,2.1386114073406e-12,1e-25,30
1.705e-07,2.5e+19,9323.443917556,9323.443917556,2.1386114073406e-12,1e-25,30
1.706e-07,2.5e+19,9373.5599229807,9373.5599229807,2.1386114073406e-12,1e-25,30
1.707e-07,2.5e+19,9423.9453153424,9423.9453153424,2.1386114073406e-12,1e-25,30
1.708e-07,2.5e+19,9474.6015426679,9474.6015426679,2.1386114073406e-12,1e-25,30
1.709e-07,2.5e+19,9525.5300607675,9525.5300607675,2.1386114073406e-12,1e-25,30
1.71e-07,2.5e+19,9576.732333277,9576.732333277,2.1386114073406e-12,1e-25,30
1.711e-07,2.5e+19,9628.2098316997,9628.2098316997,2.1386114073406e-12,1e-25,30
1.712e-07,2.5e+19,9679.9640354484,9679.9640354484,2.1386114073406e-12,1e-25,30
1.713e-07,2.5e+19,9731.9964318883,9731.9964318883,2.1386114073406e-12,1e-25,30
1.714e-07,2.5e+19,9784.3085163796,9784.3085163796,2.1386114073406e-12,1e-25,30
1.715e-07,2.5e+19,9836.9017923202,9836.9017923202,2.1386114073406e-12,1e-25,30
1.716e-07,2.5e+19,9889.7777711896,9889.7777711896,2.1386114073406e-12,1e-25,30
1.717e-07,2.5e+19,9942.9379725916,9942.9379725916,2.1386114073406e-12,1e-25,30
1.718e-07,2.5e+19,9996.3839242982,9996.3839242982,2.1386114073406e-12,1e-25,30
1.719e-07,2.5e+19,10050.117162294,10050.117162294,2.1386114073406e-12,1e-25,30
1.72e-07,2.5e+19,10104.139230819,10104.139230819,2.1386114073406e-12,1e-25,30
1.721e-07,2.5e+19,10158.451682416,10158.451682416,2.1386114073406e-12,1e-25,30
1.722e-07,2.5e+19,10213.05607797,10213.05607797,2.1386114073406e-12,1e-25,30
1.723e-07,2.5e+19,10267.953986759,10267.953986759,2.1386114073406e-12,1e-25,30
1.724e-07,2.5e+19,10323.146986495,10323.146986495,2.1386114073406e-12,1e-25,30
1.725e-07,2.5e+19,10378.63666337,10378.63666337,2.1386114073406e-12,1e-25,30
1.726e-07,2.5e+19,10434.424612104,10434.424612104,2.1386114073406e-12,1e-25,30
1.727e-07,2.5e+19,10490.512435988,10490.512435988,2.1386114073406e-12,1e-25,30
1.728e-07,2.5e+19,10546.90174693,10546.90174693,2.1386114073406e-12,1e-25,30
1.729e-07,2.5e+19,10603.594165505,10603.594165505,2.1386114073406e-12,1e-25,30
1.73e-07,2.5e+19,10660.591320997,10660.591320997,2.1386114073406e-12,1e-25,30
1.731e-07,2.5e+19,10717.894851448,10717.894851448,2.1386114073406e-12,1e-25,30
1.732e-07,2.5e+19,10775.506403706,10775.506403706,2.1386114073406e-12,1e-25,30
1.733e-07,2.5e+19,10833.427633471,10833.427633471,2.1386114073406e-12,1e-25,30
1.734e-07,2.5e+19,10891.660205341,10891.660205341,2.1386114073406e-12,1e-25,30
1.735e-07,2.5e+19,10950.205792865,10950.205792865,2.1386114073406e-12,1e-25,30
1.736e-07,2.5e+19,11009.066078584,11009.066078584,2.1386114073406e-12,1e-25,30
1.737e-07,2.5e+19,11068.242754086,11068.242754086,2.1386114073406e-12,1e-25,30
1.738e-07,2.5e+19,11127.737520051,11127.737520051,2.1386114073406e-12,1e-25,30
1.739e-07,2.5e+19,11187.552086299,11187.552086299,2.1386114073406e-12,1e-25,30
1.74e-07,2.5e+19,11247.688171844,11247.688171844,2.1386114073406e-12,1e-25,30
1.741e-07,2.5e+19,11308.147504937,11308.147504937,2.1386114073406e-12,1e-25,30
1.742e-07,2.5e+19,11368.93182312,11368.93182312,2.1386114073406e-12,1e-25,30
1.743e-07,2.5e+19,11430.042873275,11430.042873275,2.1386114073406e-12,1e-25,30
1.744e-07,2.5e+19,11491.482411675,11491.482411675,2.1386114073406e-12,1e-25,30
1.745e-07,2.5e+19,11553.25220403,11553.25220403,2.1386114073406e-12,1e-25,30
1.746e-07,2.5e+19,11615.354025544,11615.354025544,2.1386114073406e-12,1e-25,30
1.747e-07,2.5e+19,11677.789660964,11677.789660964,2.1386114073406e-12,1e-25,30
1.748e-07,2.5e+19,11740.560904627,11740.560904627,2.1386114073406e-12,1e-25,30
1.749e-07,2.5e+19,11803.669560519,11803.669560519,2.1386114073406e-12,1e-25,30
1.75e-07,2.5e+19,11867.11744232,11867.11744232,2.1386114073406e-12,1e-25,30
1.751e-07,2.5e+19,11930.90637346,11930.90637346,2.1386114073406e-12,1e-25,30
1.752e-07,2.5e+19,11995.03818717,11995.03818717,2.1386114073406e-12,1e-25,30
1.753e-07,2.5e+19,12059.514726537,12059.514726537,2.1386114073406e-12,1e-25,30
1.754e-07,2.5e+19,12124.337844552,12124.337844552,2.1386114073406e-12,1e-25,30
1.755e-07,2.5e+19,12189.509404169,12189.509404169,2.1386114073406e-12,1e-25,30
1.756e-07,2.5e+19,12255.031278355,12255.031278355,2.1386114073406e-12,1e-25,30
1.757e-07,2.5e+19,12320.905350143,12320.905350143,2.1386114073406e-12,1e-25,30
1.758e-07,2.5e+19,12387.133512691,12387.133512691,2.1386114073406e-12,1e-25,30
1.759e-07,2.5e+19,12453.717669331,12453.717669331,2.1386114073406e-12,1e-25,30
1.76e-07,2.5e+19,12520.659733626,12520.659733626,2.1386114073406e-12,1e-25,30
1.761e-07,2.5e+19,12587.961629426,12587.961629426,2.1386114073406e-12,1e-25,30
1.762e-07,2.5e+19,12655.625290921,12655.625290921,2.1386114073406e-12,1e-25,30
1.763e-07,2.5e+19,12723.6526627,12723.6526627,2.1386114073406e-12,1e-25,30
1.764e-07,2.5e+19,12792.045699801,12792.045699801,2.1386114073406e-12,1e-25,30
1.765e-07,2.5e+19,12860.806367774,12860.806367774,2.1386114073406e-12,1e-25,30
1.766e-07,2.5e+19,12929.936642733,12929.936642733,2.1386114073406e-12,1e-25,30
1.767e-07,2.5e+19,12999.438511414,12999.438511414,2.1386114073406e-12,1e-25,30
1.768e-07,2.5e+19,13069.313971234,13069.313971234,2.1386114073406e-12,1e-25,30
1.769e-07,2.5e+19,13139.565030344,13139.565030344,2.1386114073406e-12,1e-25,30
1.77e-07,2.5e+19,13210.193707692,13210.193707692,2.1386114073406e-12,1e-25,30
1.771e-07,2.5e+19,13281.202033076,13281.202033076,2.1386114073406e-12,1e-25,30
1.772e-07,2.5e+19,13352.592047205,13352.592047205,2.1386114073406e-12,1e-25,30
